435535;100001;Главный специалист;Владимир;25.01.2023;58;10
419323;100002;Главный специалист;Иваново;25.01.2023;25;14
721850;100004;Старший специалист;Иваново;25.01.2023;62;14
697888;100005;Главный специалист;Уфа;25.01.2023;50;12
943677;100006;Старший специалист;Иваново;25.01.2023;86;12
331068;100007;Ведущий специалист;Владимир;25.01.2023;100;12
18087;100008;Ведущий специалист;Уфа;25.01.2023;77;5
763428;100009;Старший специалист;Уфа;25.01.2023;33;11
359919;100010;Старший специалист;Иваново;25.01.2023;55;4
324848;100012;Ведущий специалист;Владимир;25.01.2023;42;5
825997;100013;Старший специалист;Хабаровск;25.01.2023;45;12
830637;100014;Старший специалист;Владимир;25.01.2023;21;7
773673;100003;Ведущий специалист;Уфа;25.01.2023;94;12
18087;100008;Ведущий специалист;Уфа;26.01.2023;65;6
763428;100009;Старший специалист;Уфа;26.01.2023;28;12
359919;100010;Старший специалист;Иваново;26.01.2023;36;14
733849;100011;Ведущий специалист;Уфа;26.01.2023;66;12
825997;100013;Старший специалист;Хабаровск;26.01.2023;48;10
830637;100014;Старший специалист;Владимир;26.01.2023;86;5
435535;100001;Главный специалист;Владимир;26.01.2023;36;8
419323;100002;Главный специалист;Иваново;26.01.2023;87;11
773673;100003;Ведущий специалист;Уфа;26.01.2023;69;8
697888;100005;Главный специалист;Уфа;26.01.2023;89;8
943677;100006;Старший специалист;Иваново;26.01.2023;77;10
331068;100007;Ведущий специалист;Владимир;26.01.2023;63;12
324848;100012;Ведущий специалист;Владимир;26.01.2023;63;11
435535;100001;Главный специалист;Владимир;27.01.2023;46;10
419323;100002;Главный специалист;Иваново;27.01.2023;38;13
773673;100003;Ведущий специалист;Уфа;27.01.2023;98;9
721850;100004;Старший специалист;Иваново;27.01.2023;64;11
697888;100005;Главный специалист;Уфа;27.01.2023;28;9
943677;100006;Старший специалист;Иваново;27.01.2023;98;8
331068;100007;Ведущий специалист;Владимир;27.01.2023;85;4
18087;100008;Ведущий специалист;Уфа;27.01.2023;65;12
359919;100010;Старший специалист;Иваново;27.01.2023;68;8
733849;100011;Ведущий специалист;Уфа;27.01.2023;98;9
324848;100012;Ведущий специалист;Владимир;27.01.2023;79;12
825997;100013;Старший специалист;Хабаровск;27.01.2023;53;13
830637;100014;Старший специалист;Владимир;27.01.2023;25;5
763428;100009;Старший специалист;Уфа;28.01.2023;21;14
359919;100010;Старший специалист;Иваново;28.01.2023;28;4
733849;100011;Ведущий специалист;Уфа;28.01.2023;41;13
324848;100012;Ведущий специалист;Владимир;28.01.2023;39;11
830637;100014;Старший специалист;Владимир;28.01.2023;34;14
419323;100002;Главный специалист;Иваново;28.01.2023;33;6
773673;100003;Ведущий специалист;Уфа;28.01.2023;32;13
721850;100004;Старший специалист;Иваново;28.01.2023;60;7
331068;100007;Ведущий специалист;Владимир;28.01.2023;80;7
18087;100008;Ведущий специалист;Уфа;28.01.2023;83;5
825997;100013;Старший специалист;Хабаровск;28.01.2023;54;11
435535;100001;Главный специалист;Владимир;29.01.2023;57;9
419323;100002;Главный специалист;Иваново;29.01.2023;84;7
773673;100003;Ведущий специалист;Уфа;29.01.2023;68;5
721850;100004;Старший специалист;Иваново;29.01.2023;35;12
943677;100006;Старший специалист;Иваново;29.01.2023;25;7
331068;100007;Ведущий специалист;Владимир;29.01.2023;39;4
763428;100009;Старший специалист;Уфа;29.01.2023;55;12
359919;100010;Старший специалист;Иваново;29.01.2023;80;5
733849;100011;Ведущий специалист;Уфа;29.01.2023;45;6
324848;100012;Ведущий специалист;Владимир;29.01.2023;40;11
830637;100014;Старший специалист;Владимир;29.01.2023;99;6
18087;100008;Ведущий специалист;Уфа;30.01.2023;25;4
763428;100009;Старший специалист;Уфа;30.01.2023;37;10
359919;100010;Старший специалист;Иваново;30.01.2023;28;11
733849;100011;Ведущий специалист;Уфа;30.01.2023;52;12
324848;100012;Ведущий специалист;Владимир;30.01.2023;61;8
825997;100013;Старший специалист;Хабаровск;30.01.2023;100;9
435535;100001;Главный специалист;Владимир;30.01.2023;20;11
