763428;100009;Старший специалист;Уфа;17.03.2023;54;10
359919;100010;Старший специалист;Иваново;17.03.2023;97;12
733849;100011;Ведущий специалист;Уфа;17.03.2023;31;14
825997;100013;Старший специалист;Хабаровск;17.03.2023;69;8
830637;100014;Старший специалист;Владимир;17.03.2023;70;13
435535;100001;Главный специалист;Владимир;17.03.2023;40;11
419323;100002;Главный специалист;Иваново;17.03.2023;32;4
773673;100003;Ведущий специалист;Уфа;17.03.2023;99;11
721850;100004;Старший специалист;Иваново;17.03.2023;66;7
697888;100005;Главный специалист;Уфа;17.03.2023;63;13
943677;100006;Старший специалист;Иваново;17.03.2023;49;11
331068;100007;Ведущий специалист;Владимир;17.03.2023;94;10
435535;100001;Главный специалист;Владимир;18.03.2023;33;13
419323;100002;Главный специалист;Иваново;18.03.2023;53;4
773673;100003;Ведущий специалист;Уфа;18.03.2023;27;9
721850;100004;Старший специалист;Иваново;18.03.2023;97;7
697888;100005;Главный специалист;Уфа;18.03.2023;74;13
943677;100006;Старший специалист;Иваново;18.03.2023;40;14
331068;100007;Ведущий специалист;Владимир;18.03.2023;40;11
763428;100009;Старший специалист;Уфа;18.03.2023;74;4
359919;100010;Старший специалист;Иваново;18.03.2023;39;7
733849;100011;Ведущий специалист;Уфа;18.03.2023;45;12
324848;100012;Ведущий специалист;Владимир;18.03.2023;59;12
825997;100013;Старший специалист;Хабаровск;18.03.2023;25;10
830637;100014;Старший специалист;Владимир;18.03.2023;56;6
18087;100008;Ведущий специалист;Уфа;19.03.2023;73;12
763428;100009;Старший специалист;Уфа;19.03.2023;66;9
359919;100010;Старший специалист;Иваново;19.03.2023;88;5
324848;100012;Ведущий специалист;Владимир;19.03.2023;45;9
825997;100013;Старший специалист;Хабаровск;19.03.2023;78;6
435535;100001;Главный специалист;Владимир;19.03.2023;31;5
721850;100004;Старший специалист;Иваново;19.03.2023;94;13
697888;100005;Главный специалист;Уфа;19.03.2023;57;10
943677;100006;Старший специалист;Иваново;19.03.2023;94;6
331068;100007;Ведущий специалист;Владимир;19.03.2023;92;9
733849;100011;Ведущий специалист;Уфа;19.03.2023;64;10
830637;100014;Старший специалист;Владимир;19.03.2023;24;8
435535;100001;Главный специалист;Владимир;20.03.2023;38;8
773673;100003;Ведущий специалист;Уфа;20.03.2023;51;10
721850;100004;Старший специалист;Иваново;20.03.2023;81;6
943677;100006;Старший специалист;Иваново;20.03.2023;25;11
18087;100008;Ведущий специалист;Уфа;20.03.2023;22;10
763428;100009;Старший специалист;Уфа;20.03.2023;80;5
359919;100010;Старший специалист;Иваново;20.03.2023;35;14
825997;100013;Старший специалист;Хабаровск;20.03.2023;32;8
830637;100014;Старший специалист;Владимир;20.03.2023;50;6
419323;100002;Главный специалист;Иваново;20.03.2023;21;6
331068;100007;Ведущий специалист;Владимир;20.03.2023;71;6
18087;100008;Ведущий специалист;Уфа;21.03.2023;31;11
763428;100009;Старший специалист;Уфа;21.03.2023;66;6
359919;100010;Старший специалист;Иваново;21.03.2023;78;10
324848;100012;Ведущий специалист;Владимир;21.03.2023;96;5
435535;100001;Главный специалист;Владимир;21.03.2023;75;13
419323;100002;Главный специалист;Иваново;21.03.2023;63;12
773673;100003;Ведущий специалист;Уфа;21.03.2023;47;13
697888;100005;Главный специалист;Уфа;21.03.2023;94;12
943677;100006;Старший специалист;Иваново;21.03.2023;99;9
733849;100011;Ведущий специалист;Уфа;21.03.2023;96;7
825997;100013;Старший специалист;Хабаровск;21.03.2023;92;9
830637;100014;Старший специалист;Владимир;21.03.2023;58;11
435535;100001;Главный специалист;Владимир;22.03.2023;69;13
419323;100002;Главный специалист;Иваново;22.03.2023;54;7
773673;100003;Ведущий специалист;Уфа;22.03.2023;100;5
697888;100005;Главный специалист;Уфа;22.03.2023;51;9
18087;100008;Ведущий специалист;Уфа;22.03.2023;49;8
763428;100009;Старший специалист;Уфа;22.03.2023;91;4
359919;100010;Старший специалист;Иваново;22.03.2023;58;14
324848;100012;Ведущий специалист;Владимир;22.03.2023;39;9
825997;100013;Старший специалист;Хабаровск;22.03.2023;88;10
830637;100014;Старший специалист;Владимир;22.03.2023;48;4
721850;100004;Старший специалист;Иваново;22.03.2023;99;11
943677;100006;Старший специалист;Иваново;22.03.2023;67;14
18087;100008;Ведущий специалист;Уфа;23.03.2023;38;11
763428;100009;Старший специалист;Уфа;23.03.2023;53;13
359919;100010;Старший специалист;Иваново;23.03.2023;74;6
733849;100011;Ведущий специалист;Уфа;23.03.2023;37;7
324848;100012;Ведущий специалист;Владимир;23.03.2023;74;11
825997;100013;Старший специалист;Хабаровск;23.03.2023;100;10
830637;100014;Старший специалист;Владимир;23.03.2023;73;11
435535;100001;Главный специалист;Владимир;23.03.2023;58;5
721850;100004;Старший специалист;Иваново;23.03.2023;44;4
697888;100005;Главный специалист;Уфа;23.03.2023;99;7
943677;100006;Старший специалист;Иваново;23.03.2023;99;10
331068;100007;Ведущий специалист;Владимир;23.03.2023;23;4
435535;100001;Главный специалист;Владимир;24.03.2023;80;10
419323;100002;Главный специалист;Иваново;24.03.2023;68;10
773673;100003;Ведущий специалист;Уфа;24.03.2023;98;9
697888;100005;Главный специалист;Уфа;24.03.2023;61;10
943677;100006;Старший специалист;Иваново;24.03.2023;67;6
331068;100007;Ведущий специалист;Владимир;24.03.2023;98;11
18087;100008;Ведущий специалист;Уфа;24.03.2023;36;14
763428;100009;Старший специалист;Уфа;24.03.2023;86;13
359919;100010;Старший специалист;Иваново;24.03.2023;38;7
733849;100011;Ведущий специалист;Уфа;24.03.2023;27;6
324848;100012;Ведущий специалист;Владимир;24.03.2023;88;4
721850;100004;Старший специалист;Иваново;24.03.2023;45;8
18087;100008;Ведущий специалист;Уфа;25.03.2023;75;6
763428;100009;Старший специалист;Уфа;25.03.2023;38;11
359919;100010;Старший специалист;Иваново;25.03.2023;84;7
733849;100011;Ведущий специалист;Уфа;25.03.2023;64;4
773673;100003;Ведущий специалист;Уфа;25.03.2023;61;4
721850;100004;Старший специалист;Иваново;25.03.2023;92;7
943677;100006;Старший специалист;Иваново;25.03.2023;51;7
331068;100007;Ведущий специалист;Владимир;25.03.2023;85;9
324848;100012;Ведущий специалист;Владимир;25.03.2023;43;14
825997;100013;Старший специалист;Хабаровск;25.03.2023;35;6
830637;100014;Старший специалист;Владимир;25.03.2023;69;6
435535;100001;Главный специалист;Владимир;26.03.2023;78;5
721850;100004;Старший специалист;Иваново;26.03.2023;66;6
697888;100005;Главный специалист;Уфа;26.03.2023;72;9
943677;100006;Старший специалист;Иваново;26.03.2023;98;11
331068;100007;Ведущий специалист;Владимир;26.03.2023;30;12
18087;100008;Ведущий специалист;Уфа;26.03.2023;83;5
763428;100009;Старший специалист;Уфа;26.03.2023;27;12
359919;100010;Старший специалист;Иваново;26.03.2023;42;8
733849;100011;Ведущий специалист;Уфа;26.03.2023;70;11
324848;100012;Ведущий специалист;Владимир;26.03.2023;26;13
825997;100013;Старший специалист;Хабаровск;26.03.2023;64;5
830637;100014;Старший специалист;Владимир;26.03.2023;51;13
18087;100008;Ведущий специалист;Уфа;27.03.2023;38;7
763428;100009;Старший специалист;Уфа;27.03.2023;81;14
324848;100012;Ведущий специалист;Владимир;27.03.2023;27;12
825997;100013;Старший специалист;Хабаровск;27.03.2023;26;6
830637;100014;Старший специалист;Владимир;27.03.2023;59;12
