435535;100001;Главный специалист;Владимир;01.01.2023;59;13
773673;100003;Ведущий специалист;Уфа;01.01.2023;87;14
721850;100004;Старший специалист;Иваново;01.01.2023;23;13
697888;100005;Главный специалист;Уфа;01.01.2023;23;11
943677;100006;Старший специалист;Иваново;01.01.2023;49;13
331068;100007;Ведущий специалист;Владимир;01.01.2023;47;5
18087;100008;Ведущий специалист;Уфа;01.01.2023;32;9
763428;100009;Старший специалист;Уфа;01.01.2023;38;4
359919;100010;Старший специалист;Иваново;01.01.2023;90;12
733849;100011;Ведущий специалист;Уфа;01.01.2023;47;5
324848;100012;Ведущий специалист;Владимир;01.01.2023;80;10
825997;100013;Старший специалист;Хабаровск;01.01.2023;53;13
830637;100014;Старший специалист;Владимир;01.01.2023;72;8
419323;100002;Главный специалист;Иваново;01.01.2023;78;14
18087;100008;Ведущий специалист;Уфа;02.01.2023;32;13
359919;100010;Старший специалист;Иваново;02.01.2023;96;5
733849;100011;Ведущий специалист;Уфа;02.01.2023;59;12
324848;100012;Ведущий специалист;Владимир;02.01.2023;75;4
825997;100013;Старший специалист;Хабаровск;02.01.2023;43;13
830637;100014;Старший специалист;Владимир;02.01.2023;70;12
419323;100002;Главный специалист;Иваново;02.01.2023;58;7
773673;100003;Ведущий специалист;Уфа;02.01.2023;90;12
721850;100004;Старший специалист;Иваново;02.01.2023;62;14
697888;100005;Главный специалист;Уфа;02.01.2023;20;13
943677;100006;Старший специалист;Иваново;02.01.2023;28;4
763428;100009;Старший специалист;Уфа;02.01.2023;48;8
435535;100001;Главный специалист;Владимир;03.01.2023;85;6
419323;100002;Главный специалист;Иваново;03.01.2023;56;9
773673;100003;Ведущий специалист;Уфа;03.01.2023;66;5
721850;100004;Старший специалист;Иваново;03.01.2023;53;4
943677;100006;Старший специалист;Иваново;03.01.2023;20;5
324848;100012;Ведущий специалист;Владимир;03.01.2023;45;9
825997;100013;Старший специалист;Хабаровск;03.01.2023;32;4
697888;100005;Главный специалист;Уфа;03.01.2023;48;9
331068;100007;Ведущий специалист;Владимир;03.01.2023;75;4
18087;100008;Ведущий специалист;Уфа;04.01.2023;30;11
359919;100010;Старший специалист;Иваново;04.01.2023;47;4
324848;100012;Ведущий специалист;Владимир;04.01.2023;81;11
825997;100013;Старший специалист;Хабаровск;04.01.2023;52;10
830637;100014;Старший специалист;Владимир;04.01.2023;47;14
435535;100001;Главный специалист;Владимир;04.01.2023;45;5
419323;100002;Главный специалист;Иваново;04.01.2023;22;11
773673;100003;Ведущий специалист;Уфа;04.01.2023;48;11
721850;100004;Старший специалист;Иваново;04.01.2023;61;13
697888;100005;Главный специалист;Уфа;04.01.2023;41;5
943677;100006;Старший специалист;Иваново;04.01.2023;34;6
331068;100007;Ведущий специалист;Владимир;04.01.2023;85;14
733849;100011;Ведущий специалист;Уфа;04.01.2023;37;10
435535;100001;Главный специалист;Владимир;05.01.2023;44;5
419323;100002;Главный специалист;Иваново;05.01.2023;89;5
773673;100003;Ведущий специалист;Уфа;05.01.2023;85;5
721850;100004;Старший специалист;Иваново;05.01.2023;97;14
943677;100006;Старший специалист;Иваново;05.01.2023;50;6
763428;100009;Старший специалист;Уфа;05.01.2023;27;13
825997;100013;Старший специалист;Хабаровск;05.01.2023;93;5
830637;100014;Старший специалист;Владимир;05.01.2023;50;5
697888;100005;Главный специалист;Уфа;05.01.2023;81;6
331068;100007;Ведущий специалист;Владимир;05.01.2023;85;11
18087;100008;Ведущий специалист;Уфа;06.01.2023;62;10
763428;100009;Старший специалист;Уфа;06.01.2023;28;13
733849;100011;Ведущий специалист;Уфа;06.01.2023;54;6
