359919;100010;Старший специалист;Иваново;22.06.2023;89;6
733849;100011;Ведущий специалист;Уфа;22.06.2023;90;4
324848;100012;Ведущий специалист;Владимир;22.06.2023;52;4
830637;100014;Старший специалист;Владимир;22.06.2023;41;7
763428;100009;Старший специалист;Уфа;23.06.2023;78;14
359919;100010;Старший специалист;Иваново;23.06.2023;89;8
733849;100011;Ведущий специалист;Уфа;23.06.2023;66;8
324848;100012;Ведущий специалист;Владимир;23.06.2023;52;14
830637;100014;Старший специалист;Владимир;23.06.2023;28;11
435535;100001;Главный специалист;Владимир;23.06.2023;86;8
419323;100002;Главный специалист;Иваново;23.06.2023;99;5
773673;100003;Ведущий специалист;Уфа;23.06.2023;95;6
331068;100007;Ведущий специалист;Владимир;23.06.2023;80;9
435535;100001;Главный специалист;Владимир;24.06.2023;29;7
773673;100003;Ведущий специалист;Уфа;24.06.2023;91;10
943677;100006;Старший специалист;Иваново;24.06.2023;56;14
331068;100007;Ведущий специалист;Владимир;24.06.2023;75;9
18087;100008;Ведущий специалист;Уфа;24.06.2023;39;4
763428;100009;Старший специалист;Уфа;24.06.2023;51;10
733849;100011;Ведущий специалист;Уфа;24.06.2023;71;6
825997;100013;Старший специалист;Хабаровск;24.06.2023;38;12
830637;100014;Старший специалист;Владимир;24.06.2023;25;7
419323;100002;Главный специалист;Иваново;24.06.2023;35;4
721850;100004;Старший специалист;Иваново;24.06.2023;97;8
697888;100005;Главный специалист;Уфа;24.06.2023;86;14
18087;100008;Ведущий специалист;Уфа;25.06.2023;21;5
763428;100009;Старший специалист;Уфа;25.06.2023;56;9
359919;100010;Старший специалист;Иваново;25.06.2023;79;5
733849;100011;Ведущий специалист;Уфа;25.06.2023;46;5
324848;100012;Ведущий специалист;Владимир;25.06.2023;48;14
825997;100013;Старший специалист;Хабаровск;25.06.2023;83;11
830637;100014;Старший специалист;Владимир;25.06.2023;90;7
435535;100001;Главный специалист;Владимир;25.06.2023;60;12
419323;100002;Главный специалист;Иваново;25.06.2023;65;7
773673;100003;Ведущий специалист;Уфа;25.06.2023;95;7
721850;100004;Старший специалист;Иваново;25.06.2023;21;4
331068;100007;Ведущий специалист;Владимир;25.06.2023;51;9
435535;100001;Главный специалист;Владимир;26.06.2023;82;14
419323;100002;Главный специалист;Иваново;26.06.2023;38;4
721850;100004;Старший специалист;Иваново;26.06.2023;41;13
331068;100007;Ведущий специалист;Владимир;26.06.2023;47;4
18087;100008;Ведущий специалист;Уфа;26.06.2023;69;9
359919;100010;Старший специалист;Иваново;26.06.2023;30;7
733849;100011;Ведущий специалист;Уфа;26.06.2023;75;13
825997;100013;Старший специалист;Хабаровск;26.06.2023;25;7
830637;100014;Старший специалист;Владимир;26.06.2023;81;13
773673;100003;Ведущий специалист;Уфа;26.06.2023;30;8
697888;100005;Главный специалист;Уфа;26.06.2023;21;5
943677;100006;Старший специалист;Иваново;26.06.2023;68;9
18087;100008;Ведущий специалист;Уфа;27.06.2023;82;9
763428;100009;Старший специалист;Уфа;27.06.2023;77;10
733849;100011;Ведущий специалист;Уфа;27.06.2023;52;4
324848;100012;Ведущий специалист;Владимир;27.06.2023;48;8
830637;100014;Старший специалист;Владимир;27.06.2023;96;6
435535;100001;Главный специалист;Владимир;27.06.2023;90;5
419323;100002;Главный специалист;Иваново;27.06.2023;80;9
773673;100003;Ведущий специалист;Уфа;27.06.2023;62;4
721850;100004;Старший специалист;Иваново;27.06.2023;52;9
697888;100005;Главный специалист;Уфа;27.06.2023;30;5
943677;100006;Старший специалист;Иваново;27.06.2023;60;14
331068;100007;Ведущий специалист;Владимир;27.06.2023;78;6
825997;100013;Старший специалист;Хабаровск;27.06.2023;39;5
435535;100001;Главный специалист;Владимир;28.06.2023;59;12
419323;100002;Главный специалист;Иваново;28.06.2023;57;13
721850;100004;Старший специалист;Иваново;28.06.2023;95;13
697888;100005;Главный специалист;Уфа;28.06.2023;24;10
943677;100006;Старший специалист;Иваново;28.06.2023;28;4
331068;100007;Ведущий специалист;Владимир;28.06.2023;60;14
18087;100008;Ведущий специалист;Уфа;28.06.2023;61;11
359919;100010;Старший специалист;Иваново;28.06.2023;75;4
324848;100012;Ведущий специалист;Владимир;28.06.2023;59;13
825997;100013;Старший специалист;Хабаровск;28.06.2023;53;7
830637;100014;Старший специалист;Владимир;28.06.2023;46;12
773673;100003;Ведущий специалист;Уфа;28.06.2023;63;8
359919;100010;Старший специалист;Иваново;29.06.2023;27;8
324848;100012;Ведущий специалист;Владимир;29.06.2023;73;8
825997;100013;Старший специалист;Хабаровск;29.06.2023;56;5
830637;100014;Старший специалист;Владимир;29.06.2023;50;8
435535;100001;Главный специалист;Владимир;29.06.2023;34;13
721850;100004;Старший специалист;Иваново;29.06.2023;34;12
697888;100005;Главный специалист;Уфа;29.06.2023;28;13
943677;100006;Старший специалист;Иваново;29.06.2023;27;10
331068;100007;Ведущий специалист;Владимир;29.06.2023;37;7
18087;100008;Ведущий специалист;Уфа;29.06.2023;44;6
733849;100011;Ведущий специалист;Уфа;29.06.2023;81;6
419323;100002;Главный специалист;Иваново;30.06.2023;78;6
773673;100003;Ведущий специалист;Уфа;30.06.2023;38;4
721850;100004;Старший специалист;Иваново;30.06.2023;87;12
697888;100005;Главный специалист;Уфа;30.06.2023;45;12
