763428;100009;Старший специалист;Уфа;16.07.2023;60;6
359919;100010;Старший специалист;Иваново;16.07.2023;28;9
733849;100011;Ведущий специалист;Уфа;16.07.2023;79;7
324848;100012;Ведущий специалист;Владимир;16.07.2023;64;12
825997;100013;Старший специалист;Хабаровск;16.07.2023;72;9
830637;100014;Старший специалист;Владимир;16.07.2023;65;7
331068;100007;Ведущий специалист;Владимир;16.07.2023;48;12
18087;100008;Ведущий специалист;Уфа;17.07.2023;94;13
763428;100009;Старший специалист;Уфа;17.07.2023;90;11
359919;100010;Старший специалист;Иваново;17.07.2023;71;6
825997;100013;Старший специалист;Хабаровск;17.07.2023;99;8
830637;100014;Старший специалист;Владимир;17.07.2023;69;4
435535;100001;Главный специалист;Владимир;17.07.2023;76;8
419323;100002;Главный специалист;Иваново;17.07.2023;87;9
773673;100003;Ведущий специалист;Уфа;17.07.2023;38;4
943677;100006;Старший специалист;Иваново;17.07.2023;69;13
331068;100007;Ведущий специалист;Владимир;17.07.2023;66;11
